book_id,genre,name,author,avg_rating,no_of_ratings,user_id,user_rating,description
1577,Medical Books,ICD-10-CM 2015: The Complete Official Draft Code set,,4.11,9,703,3,"This comprehensive codebook presents the official government draft of the ICD-10-CM diagnostic code set. Features include the American Hospital Associations (AHA) Coding Clinic for ICD-10-CM/PCS citations, conventions and official guidelines; color coding; indexes to diseases, injuries and external causes; the Table of Drugs and Chemicals and the Neoplasm Table."
4772,Religion & Spirituality,The Words of Gandhi,Mahatma Gandhi,3.99,187,703,0,"Gandhi's ideas are as meaningful today as they were during his long and inspiring life. His enlightening thoughts and beliefs, especially on violence and the atomic bomb, reveal his eloquent foresight about our contemporary world. The words of one of the greatest men of the twentieth century, chosen by the award-winning director Richard Attenborough from Gandhi's letters, speeches, and published writings, explore the prophet's timeless thoughts on daily life, cooperation, nonviolence, faith, and peace.

This bestselling volume includes an introduction by Attenborough and an afterword by Time magazine Senior Foreign Correspondent Johanna McGeary that places Gandhi's life and work in the historical context of the twentieth century. This book and the film Gandhi were the result of producer/director Richard Attenborough's long commitment to keeping alive the flame of Gandhi's spiritual achievement and the wisdom of his actions and his words. They are the wisdom and words of peace. Also included are twenty striking historical photographs, specially selected from the archives at the National Gandhi Museum in New Delhi, that capture the important personal, political, and spiritual aspects of Gandhi's career."
322,Children's Books,Shortcut,Donald Crews,4,362,703,0,"The train tracks ran right by Bigmama's house in Cottondale, and the children were warned to stay off the tracks. But one night they were late, and the tracks were a shortcut, so they started off. And when there was no turning back, they heard the train coming."
2984,"Health, Fitness & Dieting",Medical Mycology: Cellular and Molecular Techniques,,0,0,703,5,"""Medical Mycology: Cellular and Molecular"" techniques is a clear and concise overview of the subject that details the techniques essential for ongoing research in the area. Drawing together contributions from both scientists and clinicians working in the field, the text will provide a valuable perspective on the applicability of specific techniques to patient care.A wide range of molecular, immunological and cytological techniques are discussed throughout, with the inclusion of protocol section in each chapter designed to provide both a background a up-to-date account of the applications of each procedure. Every technique is fully referenced and illustrations are provided where required to enhance student understanding.comprehensive introduction to the key techniques critical to the study of medical mycologyclear explanation of how each technique is applied in the labcontributions from internationally recognised experts in the fieldoutlines the background to many techniques required for the successful completion of a research project

An invaluable reference for students of microbiology, biochemistry and molecular biology as well as postgraduates and researchers in the field of medical mycology looking for an up-to-date overview of the latest laboratory techniques."
888,Humor & Entertainment,Reasons Mommy Drinks,Lyranda Martin-Evans,3.77,188,295,0,"Being a new mom is AHHHH! WHAT HAVE I DONE? hard. Why are all these tiny clothes so expensive? Who wrote these mind-numbing board books? Will Mommy ever carry a purse again thats not a diaper bag? And how is she even functioning off so little sleep? 

Reasons Mommy Drinks is a fresh, insightful, and hilarious collection of the various struggles faced by new parentsfrom mommy groups and single-people envy to the end of maternity leavewith a well-deserved cocktail recipe to go with each one. This must-have resource will help sleep-deprived new moms survive the baby years with their sense of humor, if not their lives as they once knew them, intact."
3744,Medical Books,Manual of High Risk Pregnancy and Delivery,Elizabeth S. Gilbert RNC  MS  FNPc,4.5,6,295,5,"The only book of its kind, Manual of High Risk Pregnancy & Delivery provides a complete resource for care of this special patient and her complex needs. It helps you provide positive outcomes with coverage of today's newest technology, physiologic considerations, psychologic implications, health disorders, and other complications in pregnancy. Written by noted educator and practitioner Elizabeth Stepp Gilbert, RNC, MS, FNP-BC, CNS, this book also describes how to screen for risk factors, provide preventive management, and intervene appropriately when problems arise. It's a concise, hands-on reference for both inpatient and outpatient settings!"
3174,Humor & Entertainment,Well Enough Alone: A Cultural History of My Hypochondria,Jennifer Traig,3.39,414,3426,0,"Jennifer Traig does not suffer from lupus, multiple sclerosis, Crohn's Disease, or muscular dystrophy. Nor does she have SUDS, the mysterious disorder that claims healthy young Asian men in their sleep. What she does have is hypochondria. In Well Enough Alone, Traig provides an uproariously funny inquiry into her ailment, as well as a well-researched history of the disorder. While chronicling her life as a hypochondriac and the minor conditions that helped to fuel her persistent self-diagnosis, she offers a literary tour of the disorder's past and present. And by the end, her journey leaves her more knowledgeable, a little less neurotic, and-one might say-healthier."
3174,Humor & Entertainment,Well Enough Alone: A Cultural History of My Hypochondria,Jennifer Traig,3.39,414,3476,2,"Jennifer Traig does not suffer from lupus, multiple sclerosis, Crohn's Disease, or muscular dystrophy. Nor does she have SUDS, the mysterious disorder that claims healthy young Asian men in their sleep. What she does have is hypochondria. In Well Enough Alone, Traig provides an uproariously funny inquiry into her ailment, as well as a well-researched history of the disorder. While chronicling her life as a hypochondriac and the minor conditions that helped to fuel her persistent self-diagnosis, she offers a literary tour of the disorder's past and present. And by the end, her journey leaves her more knowledgeable, a little less neurotic, and-one might say-healthier."
4389,Medical Books,Basic and Clinical Pharmacology 13 E,Bertram Katzung,4.06,16,3426,5,
4389,Medical Books,Basic and Clinical Pharmacology 13 E,Bertram Katzung,4.06,16,3476,5,
4923,"Crafts, Hobbies & Home",How to Have a Big Wedding on a Small Budget,Diane Warner,3.05,22,3426,2,"This book is loaded with money-saving tricks and organizing tips, as well as lots of encouragement, all designed to help you determine the budget for your wedding - and then stick to it. You'll find dozens of creative, innovative ideas that will not only save you money, but make planning your wedding a fun, friend-and-family-involving process you'll savor in memory forever. In this new edition you'll find actual case histories of four weddings - how the brides stayed within their budgets without sacrificing the quality and elegance of the day, the latest wedding trends - how to be fashionable at a low price, money-saving tips for the groom, updated, average costs for everything from flowers to wedding gowns, reception food to photographers, for nine regions nationwide, creative new cost-cutting ideas contributed by recent brides, complete instructions on how to set up a wedding notebook to keep track of every aspect of planning your wedding, detailed questions to help you focus on your idea of the ""perfect wedding"" before you start planning, and a ""what to do when"" calendar/timetable for quick reference."
4923,"Crafts, Hobbies & Home",How to Have a Big Wedding on a Small Budget,Diane Warner,3.05,22,3476,3,"This book is loaded with money-saving tricks and organizing tips, as well as lots of encouragement, all designed to help you determine the budget for your wedding - and then stick to it. You'll find dozens of creative, innovative ideas that will not only save you money, but make planning your wedding a fun, friend-and-family-involving process you'll savor in memory forever. In this new edition you'll find actual case histories of four weddings - how the brides stayed within their budgets without sacrificing the quality and elegance of the day, the latest wedding trends - how to be fashionable at a low price, money-saving tips for the groom, updated, average costs for everything from flowers to wedding gowns, reception food to photographers, for nine regions nationwide, creative new cost-cutting ideas contributed by recent brides, complete instructions on how to set up a wedding notebook to keep track of every aspect of planning your wedding, detailed questions to help you focus on your idea of the ""perfect wedding"" before you start planning, and a ""what to do when"" calendar/timetable for quick reference."
1570,Reference,Russian Grammar (Quickstudy: Academic),Inc. BarCharts,4.05,51,3426,5,
1570,Reference,Russian Grammar (Quickstudy: Academic),Inc. BarCharts,4.05,51,3476,3,
2298,Travel,Responsible Travel Guide Cambodia,Pujita Nanette Mayeda,4.83,6,3426,1,
2298,Travel,Responsible Travel Guide Cambodia,Pujita Nanette Mayeda,4.83,6,3476,1,
7,Business & Money,Principles of Marketing (16th Edition) (Newest Edition),Philip T Kotler,4.06,2012,3426,4,"This edition of this text continues to build on four major marketing themes: building and managing profitable customer relationships, building and managing strong brands to create brand equity, harnessing new marketing technologies in the digital age, and marketing in a socially responsible way around the globe."
7,Business & Money,Principles of Marketing (16th Edition) (Newest Edition),Philip T Kotler,4.06,2012,3476,5,"This edition of this text continues to build on four major marketing themes: building and managing profitable customer relationships, building and managing strong brands to create brand equity, harnessing new marketing technologies in the digital age, and marketing in a socially responsible way around the globe."
479,Arts & Photography,Halo: The Poster Collection,,5,15,3426,0,
479,Arts & Photography,Halo: The Poster Collection,,5,15,3476,3,
2685,Children's Books,Mercy Watson: Something Wonky this Way Comes,Kate DiCamillo,4.22,1498,3426,3,"Some may find it wonky to take a pig to the movies. But not Mr. and Mrs. Watson, who think the title of the film, WHEN PIGS FLY, is inspirational. And not their beloved Mercy, who is inspired by the fact that the drive-in proudly serves real butter on its Bottomless Bucket of popcorn. So when they pull up in their convertible, Mercy lifts her snout and becomes a pig on a mission  for what is more heavenly than being hot on the trail of a true butter smell? Masterful slapstick director Kate DiCamillo sends Mercy on a delirious chase, followed by a trail of hapless rescuers whom fans will recognize from prior episodes. And Chris Van Dusens comic retro illustrations perfectly capture a nostalgic pastime  along with the newest antics of a charmingly single-minded pig. "
2685,Children's Books,Mercy Watson: Something Wonky this Way Comes,Kate DiCamillo,4.22,1498,3476,3,"Some may find it wonky to take a pig to the movies. But not Mr. and Mrs. Watson, who think the title of the film, WHEN PIGS FLY, is inspirational. And not their beloved Mercy, who is inspired by the fact that the drive-in proudly serves real butter on its Bottomless Bucket of popcorn. So when they pull up in their convertible, Mercy lifts her snout and becomes a pig on a mission  for what is more heavenly than being hot on the trail of a true butter smell? Masterful slapstick director Kate DiCamillo sends Mercy on a delirious chase, followed by a trail of hapless rescuers whom fans will recognize from prior episodes. And Chris Van Dusens comic retro illustrations perfectly capture a nostalgic pastime  along with the newest antics of a charmingly single-minded pig. "
3574,Teen & Young Adult,If You're Lucky,Yvonne Prinz,3.49,455,1482,0,"When seventeen-year-old Georgias brother drowns while surfing halfway around the world in Australia, she refuses to believe Luckys death was just bad luck. Lucky was smart. He wouldnt have surfed in waters more dangerous than he could handle. Then a stranger named Fin arrives in False Bay, claiming to have been Luckys best friend. Soon Fin is working for Luckys father, charming Luckys mother, dating his girlfriend. Georgia begins to wonder: did Fin murder Lucky in order to take over his whole life?  

Determined to clear the fog from her mind in order to uncover the truth about Luckys death, Georgia secretly stops taking the medication that keeps away the voices in her head. Georgia is certain shes getting closer and closer to the truth about Fin, but as she does, her mental state becomes more and more precarious, and no one seems to trust what shes saying.

As the chilling narrative unfolds, the reader must decide whether Georgias descent into madness is causing her to see things that dont existor to see a deadly truth that no one else can.  "
3574,Teen & Young Adult,If You're Lucky,Yvonne Prinz,3.49,455,3476,4,"When seventeen-year-old Georgias brother drowns while surfing halfway around the world in Australia, she refuses to believe Luckys death was just bad luck. Lucky was smart. He wouldnt have surfed in waters more dangerous than he could handle. Then a stranger named Fin arrives in False Bay, claiming to have been Luckys best friend. Soon Fin is working for Luckys father, charming Luckys mother, dating his girlfriend. Georgia begins to wonder: did Fin murder Lucky in order to take over his whole life?  

Determined to clear the fog from her mind in order to uncover the truth about Luckys death, Georgia secretly stops taking the medication that keeps away the voices in her head. Georgia is certain shes getting closer and closer to the truth about Fin, but as she does, her mental state becomes more and more precarious, and no one seems to trust what shes saying.

As the chilling narrative unfolds, the reader must decide whether Georgias descent into madness is causing her to see things that dont existor to see a deadly truth that no one else can.  "
145,"Cookbooks, Food & Wine",Great-Tasting Potatoes Cookbook,Editors of Favorite Name Brand Recipes,3.5,12,3468,5,"The potato must be the most versatile of all cooking ingredients; it makes marvelous side dishes, wholesome soups, spicy pies, even sweet deserts-there are almost no limits to the variations possible with the common or garden spud. And in addition to providing culinary delight, the potato also contains numerous nutrients with low calories. With 250 mouth-watering recipes and special ""Cook's Tip"" sidebars, The Great Potato Cookbook is a must-have on every cook's shelf. Skeptical about the versatility of the potato? Just try: * Bouillon potatoes served with beef * Westphalian potato soup * Potato soufflé with parmesan and pancetta cheeses * Austrian apricot dumplings * Toulouse sausage with lentils and pumpkin and potato mash * Moist potato doughnuts Along with recipes, you'll also find a detailed history of the potato, descriptions and pictures of the different types of potatoes, and how to choose, store, and cook potatoes in a variety of ways. Whatever you rustle up with this healthy vegetable, it won't take long for you to figure out that the potato always tastes good."
145,"Cookbooks, Food & Wine",Great-Tasting Potatoes Cookbook,Editors of Favorite Name Brand Recipes,3.5,12,3476,3,"The potato must be the most versatile of all cooking ingredients; it makes marvelous side dishes, wholesome soups, spicy pies, even sweet deserts-there are almost no limits to the variations possible with the common or garden spud. And in addition to providing culinary delight, the potato also contains numerous nutrients with low calories. With 250 mouth-watering recipes and special ""Cook's Tip"" sidebars, The Great Potato Cookbook is a must-have on every cook's shelf. Skeptical about the versatility of the potato? Just try: * Bouillon potatoes served with beef * Westphalian potato soup * Potato soufflé with parmesan and pancetta cheeses * Austrian apricot dumplings * Toulouse sausage with lentils and pumpkin and potato mash * Moist potato doughnuts Along with recipes, you'll also find a detailed history of the potato, descriptions and pictures of the different types of potatoes, and how to choose, store, and cook potatoes in a variety of ways. Whatever you rustle up with this healthy vegetable, it won't take long for you to figure out that the potato always tastes good."
1505,"Health, Fitness & Dieting",Healing Without Medication: A Comprehensive Guide to the Complementary Techniques Anyone Can Use to Achieve Real Healing,Robert S. Rister,3.92,12,3468,5,"Today's health-conscious individual is fully aware of the side effects of pharmaceutical products. Diarrhea, nausea, impotence, hair loss - it's enough to make one believe the cure is worse than the disease. Indeed, sometimes it is. This work is a comprehensive guide to combining the best of science and nature for more than 300 health conditions. It is also a guide to more than 150 nutritional supplements and to dozens of treatment methods one can control."
1505,"Health, Fitness & Dieting",Healing Without Medication: A Comprehensive Guide to the Complementary Techniques Anyone Can Use to Achieve Real Healing,Robert S. Rister,3.92,12,3476,1,"Today's health-conscious individual is fully aware of the side effects of pharmaceutical products. Diarrhea, nausea, impotence, hair loss - it's enough to make one believe the cure is worse than the disease. Indeed, sometimes it is. This work is a comprehensive guide to combining the best of science and nature for more than 300 health conditions. It is also a guide to more than 150 nutritional supplements and to dozens of treatment methods one can control."
1430,Literature & Fiction,Eternity's Sunrise: The Imaginative World of William Blake,Leo Damrosch,4.17,59,3468,1,"William Blake, overlooked in his time, remains an enigmatic figure to contemporary readers despite his near canonical status. Out of a wounding sense of alienation and dividedness he created a profoundly original symbolic language, in which words and images unite in a unique interpretation of self and society. He was a counterculture prophet whose art still challenges us to think afresh about almost every aspect of experiencesocial, political, philosophical, religious, erotic, and aesthetic. He believed that we live in the midst of Eternity here and now, and that if we could open our consciousness to the fullness of being, it would be like experiencing a sunrise that never ends.
 
Following Blakes life from beginning to end, acclaimed biographer Leo Damrosch draws extensively on Blakes poems, his paintings, and his etchings and engravings to offer this generously illustrated account of Blake the man and his vision of our world. The author's goal is to inspire the reader with the passion he has for his subject, achieving the imaginative response that Blake himself sought to excite. The book is an invitation to understanding and enjoyment, an invitation to appreciate Blakes imaginative world and, in so doing, to open the doors of our perception."
1430,Literature & Fiction,Eternity's Sunrise: The Imaginative World of William Blake,Leo Damrosch,4.17,59,3476,5,"William Blake, overlooked in his time, remains an enigmatic figure to contemporary readers despite his near canonical status. Out of a wounding sense of alienation and dividedness he created a profoundly original symbolic language, in which words and images unite in a unique interpretation of self and society. He was a counterculture prophet whose art still challenges us to think afresh about almost every aspect of experiencesocial, political, philosophical, religious, erotic, and aesthetic. He believed that we live in the midst of Eternity here and now, and that if we could open our consciousness to the fullness of being, it would be like experiencing a sunrise that never ends.
 
Following Blakes life from beginning to end, acclaimed biographer Leo Damrosch draws extensively on Blakes poems, his paintings, and his etchings and engravings to offer this generously illustrated account of Blake the man and his vision of our world. The author's goal is to inspire the reader with the passion he has for his subject, achieving the imaginative response that Blake himself sought to excite. The book is an invitation to understanding and enjoyment, an invitation to appreciate Blakes imaginative world and, in so doing, to open the doors of our perception."
2205,Travel,Paraguay (Bradt Travel Guide),Margaret Hebblethwaite,0,0,3468,4,"At the heart of South America, Paraguay is a bewildering blend of contrasts. The colonial capital, Asunción, now has a burgeoning bar and café scene, while its eastern counterpart, Ciudad del Este, is a neon-swathed boomtown. Yet dig a little deeper and a different picture emerges: Jesuit ruins echo with centuries of history, rural families keep craft traditions alive and everything stops as people share a leisurely drink of tereré. And beyond lies the country's inimitable natural beauty, from butterfly-thronged tropical forests to the rolling fields of the campo and the wild wetlands of the Chaco.

With background sections covering the rich history and culture of this hospitable country as well as all the practical information you will need, Margaret Hebblethwaite's Paraguay remains the essential choice for the curious visitor."
2205,Travel,Paraguay (Bradt Travel Guide),Margaret Hebblethwaite,0,0,3476,2,"At the heart of South America, Paraguay is a bewildering blend of contrasts. The colonial capital, Asunción, now has a burgeoning bar and café scene, while its eastern counterpart, Ciudad del Este, is a neon-swathed boomtown. Yet dig a little deeper and a different picture emerges: Jesuit ruins echo with centuries of history, rural families keep craft traditions alive and everything stops as people share a leisurely drink of tereré. And beyond lies the country's inimitable natural beauty, from butterfly-thronged tropical forests to the rolling fields of the campo and the wild wetlands of the Chaco.

With background sections covering the rich history and culture of this hospitable country as well as all the practical information you will need, Margaret Hebblethwaite's Paraguay remains the essential choice for the curious visitor."
1143,Medical Books,Treating Trauma and Traumatic Grief in Children and Adolescents,Judith A. Cohen,4.19,199,3468,4,"This is the authoritative guide to conducting trauma-focused cognitive-behavioral therapy (TF-CBT), a systematic, evidence-based treatment for traumatized children and their families. Provided is a comprehensive framework for assessing posttraumatic stress disorder, depression, anxiety, and other symptoms; developing a flexible, individualized treatment plan; and working collaboratively with children and parents to build core skills in such areas as affect regulation and safety. Specific guidance is offered for responding to different types of traumatic events, with an entire section devoted to grief-focused components. Useful appendices feature resources, reproducible handouts, and information on obtaining additional training. TF-CBT has been nationally recognized as an exemplary evidence-based program. "
1143,Medical Books,Treating Trauma and Traumatic Grief in Children and Adolescents,Judith A. Cohen,4.19,199,3476,2,"This is the authoritative guide to conducting trauma-focused cognitive-behavioral therapy (TF-CBT), a systematic, evidence-based treatment for traumatized children and their families. Provided is a comprehensive framework for assessing posttraumatic stress disorder, depression, anxiety, and other symptoms; developing a flexible, individualized treatment plan; and working collaboratively with children and parents to build core skills in such areas as affect regulation and safety. Specific guidance is offered for responding to different types of traumatic events, with an entire section devoted to grief-focused components. Useful appendices feature resources, reproducible handouts, and information on obtaining additional training. TF-CBT has been nationally recognized as an exemplary evidence-based program. "
554,Law,A Terrible Revenge: The Ethnic Cleansing of the East European Germans,Alfred-Maurice de Zayas,4.29,128,3468,0,"The genocidal barbarism of the Nazi forces has been well documented. What is little known is the fate of fifteen million German civilians who found themselves on the wrong side of new postwar borders. All over Eastern Europe, the inhabitants of communities that had been established for many centuries were either expelled or killed. Over two million Germans did not survive. Some of these people had supported Hitler, but the great majority were guiltless. In A Terrible Revenge, de Zayas describes this horrible retribution. This new edition includes an updated foreword, epilogue and additional information from recent interviews with the children of the displaced."
554,Law,A Terrible Revenge: The Ethnic Cleansing of the East European Germans,Alfred-Maurice de Zayas,4.29,128,3476,1,"The genocidal barbarism of the Nazi forces has been well documented. What is little known is the fate of fifteen million German civilians who found themselves on the wrong side of new postwar borders. All over Eastern Europe, the inhabitants of communities that had been established for many centuries were either expelled or killed. Over two million Germans did not survive. Some of these people had supported Hitler, but the great majority were guiltless. In A Terrible Revenge, de Zayas describes this horrible retribution. This new edition includes an updated foreword, epilogue and additional information from recent interviews with the children of the displaced."
3694,Science & Math,Plastics: America's Packaging Dilemma (Island Press Critical Issues Series),Ellen Feldman,4.33,3,3468,4,"Plastics explains what plastics are, how they are made, how they are used, and the problems and opportunities they bring."
3694,Science & Math,Plastics: America's Packaging Dilemma (Island Press Critical Issues Series),Ellen Feldman,4.33,3,3476,4,"Plastics explains what plastics are, how they are made, how they are used, and the problems and opportunities they bring."
3086,"Health, Fitness & Dieting",Microbiologically Safe Foods,Jose Santos Garcia,4,1,3468,1,"This book focuses on state of the art technologies to produce microbiologically safe foods for our global dinner table. Each chapter summarizes the most recent scientific advances, particularly with respect to food processing, pre- and post-harvest food safety, quality control, and regulatory information.The book begins with a general discussion of microbial hazards and their public health ramifications. It then moves on to survey the production processes of different food types, including dairy, eggs, beef, poultry, and fruits and vegetables, pinpointing potential sources of human foodborne diseases. The authors address the growing market in processed foods as well novel interventions such as innovative food packaging and technologies to reduce spoilage organisms and prolong shelf life. Each chapter also describes the ormal flora of raw product, spoilage issues, pathogens of concern, sources of contamination, factors that influence survival and growth of pathogens and spoilage organisms, indicator microorganisms, approaches to maintaining product quailty and reducing harmful microbial populations, microbial standards for end-product testing, conventional microbiological and molecular methods, and regulatory issues.Other important topics include the safety of genetically modified organisms (GMOs), predictive microbiology, emerging foodborne pathogens, good agricultural and manufacturing processes, avian influenza, and bioterrorism."
3086,"Health, Fitness & Dieting",Microbiologically Safe Foods,Jose Santos Garcia,4,1,3476,3,"This book focuses on state of the art technologies to produce microbiologically safe foods for our global dinner table. Each chapter summarizes the most recent scientific advances, particularly with respect to food processing, pre- and post-harvest food safety, quality control, and regulatory information.The book begins with a general discussion of microbial hazards and their public health ramifications. It then moves on to survey the production processes of different food types, including dairy, eggs, beef, poultry, and fruits and vegetables, pinpointing potential sources of human foodborne diseases. The authors address the growing market in processed foods as well novel interventions such as innovative food packaging and technologies to reduce spoilage organisms and prolong shelf life. Each chapter also describes the ormal flora of raw product, spoilage issues, pathogens of concern, sources of contamination, factors that influence survival and growth of pathogens and spoilage organisms, indicator microorganisms, approaches to maintaining product quailty and reducing harmful microbial populations, microbial standards for end-product testing, conventional microbiological and molecular methods, and regulatory issues.Other important topics include the safety of genetically modified organisms (GMOs), predictive microbiology, emerging foodborne pathogens, good agricultural and manufacturing processes, avian influenza, and bioterrorism."
2723,Self-Help,Life Reimagined: Discovering Your New Life Possibilities,Richard J. Leider,3.44,198,3468,1,"Are you at a point in your life where youre asking, Whats next? Youve finished one chapter and you have yet to write the next one. Many of us face these transitions at midlife, but they can happen at any point. Its a time full of enormous potential, and it defines a whole new phase of life. Its called Life Reimagined.

Here is your map to guide you in this new life phase. You can use the powerful practices and insightsenhanced with online tools and exercises at AARPs LifeReimagined.org websiteto help you uncover your own special gifts, connect with people who can support you, and explore new directions."
2723,Self-Help,Life Reimagined: Discovering Your New Life Possibilities,Richard J. Leider,3.44,198,3476,5,"Are you at a point in your life where youre asking, Whats next? Youve finished one chapter and you have yet to write the next one. Many of us face these transitions at midlife, but they can happen at any point. Its a time full of enormous potential, and it defines a whole new phase of life. Its called Life Reimagined.

Here is your map to guide you in this new life phase. You can use the powerful practices and insightsenhanced with online tools and exercises at AARPs LifeReimagined.org websiteto help you uncover your own special gifts, connect with people who can support you, and explore new directions."
3075,Children's Books,It's St. Patrick's Day (Turtleback School & Library Binding Edition) (Scholastic Reader: Level 1 (Pb)),Rebecca Gomez,3.12,67,3468,1,"This Level 1 rhyming reader introduces young children to the St. Patrick's Day holiday, from dressing in green outfits to marching in a musical parade! 
It's St. Patrick's Day follows two children as they celebrate this joyous Irish holiday. Beautiful illustrations compliment easy-to-read rhyming text. 
From dressing in green outfits to dancing an Irish reel, from finding a four-leaf clover singing Irish songs and marching in a parade, everyone can be Irish on this special day!"
3075,Children's Books,It's St. Patrick's Day (Turtleback School & Library Binding Edition) (Scholastic Reader: Level 1 (Pb)),Rebecca Gomez,3.12,67,3476,4,"This Level 1 rhyming reader introduces young children to the St. Patrick's Day holiday, from dressing in green outfits to marching in a musical parade! 
It's St. Patrick's Day follows two children as they celebrate this joyous Irish holiday. Beautiful illustrations compliment easy-to-read rhyming text. 
From dressing in green outfits to dancing an Irish reel, from finding a four-leaf clover singing Irish songs and marching in a parade, everyone can be Irish on this special day!"
4324,Science Fiction & Fantasy,Strands of Sorrow (Black Tide Rising),John Ringo,4.31,2219,3468,4,"A hardened group of survivors fights back against a zombie plague that has brought down civilization.

With the world consumed by a devastating plague that drives humans violently insane, what was once a band of desperate survivors bobbing on a dark Atlantic ocean has now become Wolf Squadron, the only hope for the salvation of the human race. Banding together with what remains of the U.S. Navy, Wolf Squadron, and its leader Steve Smith, not only plans to survive; he plans to retake the mainland from the infected, starting with North America.

Smith's teenage daughters have become zombie hunters of unparalleled skill, both at land and on the sea, and they may hold the key to the rebirth of civilization on a devastated planet."
4324,Science Fiction & Fantasy,Strands of Sorrow (Black Tide Rising),John Ringo,4.31,2219,3476,3,"A hardened group of survivors fights back against a zombie plague that has brought down civilization.

With the world consumed by a devastating plague that drives humans violently insane, what was once a band of desperate survivors bobbing on a dark Atlantic ocean has now become Wolf Squadron, the only hope for the salvation of the human race. Banding together with what remains of the U.S. Navy, Wolf Squadron, and its leader Steve Smith, not only plans to survive; he plans to retake the mainland from the infected, starting with North America.

Smith's teenage daughters have become zombie hunters of unparalleled skill, both at land and on the sea, and they may hold the key to the rebirth of civilization on a devastated planet."
119,Politics & Social Sciences,Analytic Philosophy,John-Michael Kuczynski,4.14,35,3468,4,"This substantial anthology comprises the most comprehensive and authoritative collection of readings in analytic philosophy of the twentieth century. It provides a survey and analysis of the key issues, figures and concepts."
119,Politics & Social Sciences,Analytic Philosophy,John-Michael Kuczynski,4.14,35,3476,4,"This substantial anthology comprises the most comprehensive and authoritative collection of readings in analytic philosophy of the twentieth century. It provides a survey and analysis of the key issues, figures and concepts."
2640,"Crafts, Hobbies & Home","The Modern Coral Reef Aquarium, Volume 2 (v. 2)",Svein A. Fossa,3.75,4,1083,0,"This volume deals exclusively with the phylum Cnidaria, the group of animals that, among others, contains corals, anemones and jellyfishes. All three classes in the phylum - the Hydrozoa, Scyphozoa, and Anthozoa - are discussed in details. Chapters on evolution and reproduction biology of the cnidarians are also included. Several scientists, all experts in their individual fields, have contributed to this volume. With their help and that of scientific and popular literature, we have tried to make the content as up to date as possible. You will therefore find, not only an extensive list of references, but also a wealth of information never before grouped together in a popular book dealing with the cnidarians. The text is focused, both on the biology of the group, as well as on how to keep cnidarians successfully in aquaria. The book also contains more than 800 high-quality photographs showing different groups of animals in their natural habitat and illustrating details of their biology, as well as their growth and survival in ""The Modern Coral Reef Aquarium."
2640,"Crafts, Hobbies & Home","The Modern Coral Reef Aquarium, Volume 2 (v. 2)",Svein A. Fossa,3.75,4,3476,2,"This volume deals exclusively with the phylum Cnidaria, the group of animals that, among others, contains corals, anemones and jellyfishes. All three classes in the phylum - the Hydrozoa, Scyphozoa, and Anthozoa - are discussed in details. Chapters on evolution and reproduction biology of the cnidarians are also included. Several scientists, all experts in their individual fields, have contributed to this volume. With their help and that of scientific and popular literature, we have tried to make the content as up to date as possible. You will therefore find, not only an extensive list of references, but also a wealth of information never before grouped together in a popular book dealing with the cnidarians. The text is focused, both on the biology of the group, as well as on how to keep cnidarians successfully in aquaria. The book also contains more than 800 high-quality photographs showing different groups of animals in their natural habitat and illustrating details of their biology, as well as their growth and survival in ""The Modern Coral Reef Aquarium."
93,Biographies & Memoirs,Promises Kept: The Life of an Issei Man,Akemi Kikumura-Yano,3,2,3461,2,
93,Biographies & Memoirs,Promises Kept: The Life of an Issei Man,Akemi Kikumura-Yano,3,2,3470,1,
93,Biographies & Memoirs,Promises Kept: The Life of an Issei Man,Akemi Kikumura-Yano,3,2,3476,5,
93,Biographies & Memoirs,Promises Kept: The Life of an Issei Man,Akemi Kikumura-Yano,3,2,3475,3,
1337,Teen & Young Adult,Vocabulary for the College Bound Student,Harold Levine,3.65,60,3461,1,
1337,Teen & Young Adult,Vocabulary for the College Bound Student,Harold Levine,3.65,60,3470,3,
1337,Teen & Young Adult,Vocabulary for the College Bound Student,Harold Levine,3.65,60,3476,2,
1337,Teen & Young Adult,Vocabulary for the College Bound Student,Harold Levine,3.65,60,3475,1,
448,Travel,Hunting the Rockies: Home of the Giants,Kirt I. Darner,0,0,3461,1,"This 291- page book with 141 black-and-white and 66 color photos, is a collection of hunting narratives written by Kirt Darner, members of his family and friends."
448,Travel,Hunting the Rockies: Home of the Giants,Kirt I. Darner,0,0,3470,4,"This 291- page book with 141 black-and-white and 66 color photos, is a collection of hunting narratives written by Kirt Darner, members of his family and friends."
448,Travel,Hunting the Rockies: Home of the Giants,Kirt I. Darner,0,0,3476,3,"This 291- page book with 141 black-and-white and 66 color photos, is a collection of hunting narratives written by Kirt Darner, members of his family and friends."
448,Travel,Hunting the Rockies: Home of the Giants,Kirt I. Darner,0,0,3475,4,"This 291- page book with 141 black-and-white and 66 color photos, is a collection of hunting narratives written by Kirt Darner, members of his family and friends."
